Name,Symbol,Industry Group,Industry
Genus Paper & Bo,GENUSPAPER,"Paper, Forest & Jute Products",Paper & Paper Products
Talbros Auto.,TALBROAUTO,Auto Components,Auto Components & Equipments
Cords Cable,CORDSCABLE,Industrial Products,Cables - Electricals
BF Utilities,BFUTILITIE,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
Jyoti Structures,JYOTISTRUC,Electrical Equipment,Heavy Electrical Equipment
Kopran,KOPRAN,Pharmaceuticals & Biotechnology,Pharmaceuticals
Carysil,CARYSIL,Consumer Durables,Household Appliances
Excel Industries,EXCELINDUS,Chemicals & Petrochemicals,Specialty Chemicals
Innovision,INNOVISION,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
Vilas Transcore,VILAS,Industrial Products,Other Industrial Products
Orient Paper,ORIENTPPR,"Paper, Forest & Jute Products",Paper & Paper Products
Gufic BioScience,GUFICBIO,Pharmaceuticals & Biotechnology,Pharmaceuticals
SRM Contractors,SRM,Construction,Civil Construction
Sadbhav Engg.,SADBHAV,Construction,Civil Construction
SPML Infra,SPMLINFRA,Construction,Civil Construction
Ganesh Infra.,GANESHIN,Construction,Civil Construction
Sanofi Consumer,SANOFICONR,Pharmaceuticals & Biotechnology,Pharmaceuticals
NDR Auto Compon.,NDRAUTO,Auto Components,Auto Components & Equipments
AVP Infracon,AVPINFRA,Construction,Civil Construction
Manaksia Coated,MANAKCOAT,Industrial Products,Iron & Steel Products
Faze Three,FAZE3Q,Textiles & Apparels,Other Textile Products
Standard Engineering Technology,SETL,Industrial Manufacturing,Industrial Products
Kokuyo Camlin,KOKUYOCMLN,Household Products,Stationary
Igarashi Motors,IGARASHI,Auto Components,Auto Components & Equipments
India Pesticides,IPL,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Kross Ltd,KROSS,Auto Components,Auto Components & Equipments
Nisus Finance,,Finance,Holding Company
Nucleus Soft.,NUCLEUS,IT - Software,Software Products
Mahamaya Steel,MAHASTEEL,Industrial Products,Iron & Steel Products
Shaily Engineer.,SHAILY,Industrial Products,Plastic Products - Industrial
Thyrocare Tech.,THYROCARE,Healthcare Services,Healthcare Service Provider
The Hi-Tech Gear,HITECHGEAR,Auto Components,Auto Components & Equipments
Anantam Highways,ANANTAM,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
Elantas Beck,ELANTAS,Chemicals & Petrochemicals,Specialty Chemicals
Zeal Aqua,,Food Products,Seafood
Sterling Tools,STERTOOLS,Auto Components,Auto Components & Equipments
Jeena Sikho,JSLL,Pharmaceuticals & Biotechnology,Pharmaceuticals
Sudarshan Pharma,,Chemicals & Petrochemicals,Specialty Chemicals
Welspun Special.,WELSPLSOL,Industrial Products,Iron & Steel Products
Vijaya Diagnost.,VIJAYA,Healthcare Services,Healthcare Service Provider
Rama Phosphates,RAMAPHO,Fertilizers & Agrochemicals,Fertilizers
Butterfly Gan Ap,BUTTERFLY,Consumer Durables,Household Appliances
Sh.Pushkar Chem.,SHREEPUSHK,Chemicals & Petrochemicals,Dyes And Pigments
Mayank Cattle Fo,,Food Products,Animal Feed
Valiant Organics,VALIANTORG,Chemicals & Petrochemicals,Specialty Chemicals
Savy Infra,SAVY,Construction,Civil Construction
Rushil Decor,RUSHIL,Consumer Durables,Plywood Boards/ Laminates
T.V. Today Netw.,TVTODAY,Entertainment,TV Broadcasting & Software Production
Orient Bell,ORIENTBELL,Consumer Durables,Ceramics
Hindustan Media,HMVL,Media,Print Media
Kapston Services,KAPSTON,Commercial Services & Supplies,Diversified Commercial Services
Vinyas Innovativ,VINYAS,Industrial Manufacturing,Industrial Products
Ganesh Consumer,GANESHCP,Food Products,Packaged Foods
Sudarshan Colorants,SUDARCOLOR,Chemicals & Petrochemicals,Dyes And Pigments
Advait Energy,ADVAIT,Industrial Products,Cables - Electricals
India Motor Part,IMPAL,Auto Components,Trading - Auto components
Plastiblends (I),PLASTIBLEN,Chemicals & Petrochemicals,Specialty Chemicals
Marine Electric.,MARINE,Industrial Manufacturing,Industrial Products
Kaveri Seed Co.,KSCL,Agricultural Food & other Products,Other Agricultural Products
Meta Infotech,,IT - Services,IT Enabled Services
Accent Microcell,ACCENTMIC,Pharmaceuticals & Biotechnology,Pharmaceuticals
Servotech Renew,SERVOTECH,Electrical Equipment,Other Electrical Equipment
BMW Industries,,Industrial Products,Iron & Steel Products
TTK Healthcare,TTKHLTCARE,Diversified,Diversified
Ivalue Infosolut,IVALUE,IT - Services,IT Enabled Services
Punjab Chemicals,PUNJABCHEM,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Sh. Digvijay Cem,SHREDIGCEM,Cement & Cement Products,Cement & Cement Products
Allcargo Termi,ATL,Transport Infrastructure,Port & Port services
Orchid Pharma,ORCHPHARMA,Pharmaceuticals & Biotechnology,Pharmaceuticals
The Anup Enginee,ANUP,Industrial Manufacturing,Industrial Products
Supriya Lifesci.,SUPRIYA,Pharmaceuticals & Biotechnology,Pharmaceuticals
MPS,MPSLTD,Other Consumer Services,E-Learning
Rishabh Instrum.,RISHABH,Electrical Equipment,Other Electrical Equipment
Virtuoso Optoel.,,Consumer Durables,Diversified consumer products
Birla Cable,BIRLACABLE,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
Bannari Amm Spg.,BASML,Textiles & Apparels,Other Textile Products
Advanced Enzyme,ADVENZYMES,Pharmaceuticals & Biotechnology,Biotechnology
MMP Industries,MMP,Non - Ferrous Metals,Aluminium
Cartrade Tech,CARTRADE,Retailing,E-Retail/ E-Commerce
STL Networks,STLNETWORK,Telecom - Services,Other Telecom Services
Best Agrolife,BESTAGRO,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Aries Agro,ARIES,Fertilizers & Agrochemicals,Fertilizers
Swelect Energy,SWELECTES,Electrical Equipment,Heavy Electrical Equipment
G M Breweries,GMBREW,Beverages,Breweries & Distilleries
VMS TMT,VMSTMT,Industrial Products,Iron & Steel Products
Anuh Pharma,ANUHPHR,Pharmaceuticals & Biotechnology,Pharmaceuticals
Foseco India,FOSECOIND,Chemicals & Petrochemicals,Specialty Chemicals
Sanstar,SANSTAR,Agricultural Food & other Products,Other Agricultural Products
KIC Metaliks,,Ferrous Metals,Iron & Steel
Goa Carbon,GOACARBON,Minerals & Mining,Industrial Minerals
Navkar Corporat.,NAVKARCORP,Transport Services,Logistics Solution Provider
Pudumjee Paper,PDMJEPAPER,"Paper, Forest & Jute Products",Paper & Paper Products
EMS,EMSLIMITED,Other Utilities,Waste Management
Nurture Well Industries,,Finance,Holding Company
Aeroflex Enter.,AEROENTER,Industrial Products,Iron & Steel Products
Modern Insulator,,Electrical Equipment,Other Electrical Equipment
Ultramarine Pig.,ULTRAMAR,Chemicals & Petrochemicals,Dyes And Pigments
Ucal,UCAL,Auto Components,Auto Components & Equipments
Orient Tech.,ORIENTTECH,IT - Services,IT Enabled Services
Shreeji Ship. Gl,SHREEJISPG,Transport Services,Shipping
Aegis Vopak Term,AEGISVOPAK,Oil,Oil Storage & Transportation
Indo SMC,,Electrical Equipment,Other Electrical Equipment
Ecos (India),ECOSMOBLTY,Transport Services,Road Transport
ADF Foods,ADFFOODS,Food Products,Packaged Foods
Arkade,ARKADE,Realty,"Residential, Commercial Projects"
